"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"81476","3.69110981","4.2E-6","0.27092123","0.2","5","7","false","Q99590","58.4","5","0","0","0.73088902","false","0","Q99590","13002","0.21641791"
"81481","3.93639421","0.0","0.2540396","0.0","1","7","false","Q86WK9","121.0","1","0","0","0.70636058","false","0","Q86WK9","0","0.0"
"81483","3.93507823","3.641E-4","0.25412455","0.3","5","7","false","Q8N6P7","26.6","5","0","0","0.70649218","false","0","Q8N6P7","966502","0.2096"
"81491","3.76114929","5.2E-7","0.26587618","0.0","2","7","false","Q9NSI6","95.5","2","0","0","0.72388507","false","0","Q9NSI6","3340","0.53089888"
"81505","4.22035385","3.14E-6","0.23694696","0.0","2","7","false","P12314","18.5","2","0","0","0.67796461","false","0","P12314","6634","0.5"
"81508","4.23782717","0.0","0.23596998","0.0","1","7","false","P30273","34.0","1","0","0","0.67621728","false","0","P30273","0","0.0"
"81512","4.03341132","1.76E-6","0.24792909","0.33333333","3","7","false","Q96P20","24.66666667","3","0","0","0.69665887","false","0","Q96P20","4188","0.342723"
"81527","4.13466881","0.0","0.24185734","1.0","2","8","false","P04731","19.0","2","0","0","0.68653312","false","0","P04731","0","0.52777778"
"81530","3.64059073","2.788E-5","0.2746807","0.04444444","10","7","false","P46734","26.7","10","0","0","0.73594093","false","0","P46734","68270","0.10970464"
"81535","4.04042989","1.2E-7","0.24749842","0.0","2","8","false","O43613","34.5","2","0","0","0.69595701","false","0","O43613","908","0.59821429"
"81537","4.0014622","2.4E-7","0.24990865","0.0","2","7","false","P12272","27.5","2","0","0","0.69985378","false","0","P12272","782","0.5"
"81597","3.75566603","5.851E-5","0.26626436","0.0","6","7","false","P49770","20.0","6","0","0","0.7244334","false","0","P49770","133402","0.16814159"
"81600","4.01038163","0.0","0.24935283","0.0","1","7","false","Q8IUX1","44.0","1","0","0","0.69896184","false","0","Q8IUX1","0","0.0"
"81608","3.89179705","4.122E-5","0.25695071","0.02777778","9","7","false","Q5TCQ9","14.33333333","9","0","0","0.7108203","false","0","Q5TCQ9","111494","0.12323232"
"81654","3.67041965","3.546E-5","0.27244841","0.0","5","7","false","O75592","51.6","5","0","0","0.73295803","false","0","O75592","73462","0.2048583"
"81661","3.79565726","1.531E-5","0.26345898","0.06666667","6","7","false","Q9BPU6","19.83333333","6","0","0","0.72043427","false","0","Q9BPU6","30428","0.17746914"
"81666","3.93887995","0.0","0.25387928","0.0","1","7","false","P35573","70.0","1","0","0","0.706112","false","0","P35573","0","0.0"
"81669","3.93887995","0.0","0.25387928","0.0","1","7","false","P43362","70.0","1","0","0","0.706112","false","0","P43362","0","0.0"
"81674","3.93887995","0.0","0.25387928","0.0","1","7","false","P51654","70.0","1","0","0","0.706112","false","0","P51654","0","0.0"
"81678","3.93281181","3.07E-6","0.254271","0.0","2","7","false","Q8IZR5","36.5","2","0","0","0.70671882","false","0","Q8IZR5","8022","0.5"
"81761","3.64570844","6.8E-6","0.27429511","0.0","4","7","false","Q9Y520","86.75","4","0","0","0.73542916","false","0","Q9Y520","25162","0.25984848"
"81777","3.90122825","0.0","0.25632953","0.0","1","7","false","P20309","139.0","1","0","0","0.70987718","false","0","P20309","0","0.0"
"81779","3.82482819","8.4E-7","0.26144965","0.0","2","7","false","Q9BW91","77.0","2","0","0","0.71751718","false","0","Q9BW91","2056","0.50331126"
"81784","3.90122825","0.0","0.25632953","0.0","1","7","false","P58004","139.0","1","0","0","0.70987718","false","0","P58004","0","0.0"
"81791","3.90122825","0.0","0.25632953","0.0","1","7","false","Q5RHP9","139.0","1","0","0","0.70987718","false","0","Q5RHP9","0","0.0"
"81797","3.90122825","0.0","0.25632953","0.0","1","7","false","Q9UHJ6","139.0","1","0","0","0.70987718","false","0","Q9UHJ6","0","0.0"
"81799","3.85282936","9.6E-7","0.25954952","0.0","2","7","false","Q9UI09","75.0","2","0","0","0.71471706","false","0","Q9UI09","2150","0.5"
"81802","3.90122825","0.0","0.25632953","0.0","1","7","false","Q96DY7","139.0","1","0","0","0.70987718","false","0","Q96DY7","0","0.0"
"81827","3.9464834","2.3E-7","0.25339014","0.0","2","7","false","Q86UB2","34.5","2","0","0","0.70535166","false","0","Q86UB2","476","0.5"
"81841","3.99736804","1.509E-4","0.25016461","0.0","6","7","false","O14732","10.33333333","6","0","0","0.7002632","false","0","O14732","333402","0.16969697"
"81850","4.20017546","0.0","0.23808529","0.0","1","7","false","Q7Z6A9","23.0","1","0","0","0.67998245","false","0","Q7Z6A9","0","0.0"
"81862","4.10966516","0.0","0.24332883","0.0","1","7","false","Q5JT82","35.0","1","0","0","0.68903348","false","0","Q5JT82","0","0.0"
"81893","3.88909197","9.4E-7","0.25712943","0.0","3","7","false","Q96LD4","49.66666667","3","0","0","0.7110908","false","0","Q96LD4","2740","0.35523114"
"81918","3.83623337","4.4E-7","0.26067236","0.0","2","8","false","P17752","73.0","2","0","0","0.71637666","false","0","P17752","1400","0.5"
"81921","3.64029829","6.77E-6","0.27470276","0.0","3","7","false","O43781","111.33333333","3","0","0","0.73597017","false","0","O43781","23578","0.33638211"
"81946","3.8878491","1.24E-6","0.25721163","0.0","2","7","false","Q502X0","69.0","2","0","0","0.71121509","false","0","Q502X0","4468","0.50746269"
"81991","4.01601111","0.0","0.2490033","0.0","1","7","false","Q8IWQ3","64.0","1","0","0","0.69839889","false","0","Q8IWQ3","0","0.0"
"81993","3.85487644","4.9E-7","0.25941169","0.0","4","7","false","Q8TD90","33.5","4","0","0","0.71451236","false","0","Q8TD90","2670","0.28508772"
"82031","3.69476532","5.81E-6","0.27065318","0.0","6","7","false","Q0D2I5","35.0","6","0","0","0.73052347","false","0","Q0D2I5","21914","0.17525773"
"82033","3.98238046","0.0","0.25110609","0.0","1","7","false","Q6ZW76","71.0","1","0","0","0.70176195","false","0","Q6ZW76","0","0.0"
"82037","3.98238046","0.0","0.25110609","0.0","1","7","false","Q9NVP4","71.0","1","0","0","0.70176195","false","0","Q9NVP4","0","0.0"
"82039","3.89252815","1.67E-6","0.25690245","0.0","3","7","false","Q9NXR7","35.33333333","3","0","0","0.71074719","false","0","Q9NXR7","4018","0.33660131"
"82041","3.92286884","1.5E-6","0.25491548","0.0","3","7","false","Q9P2E2","31.0","3","0","0","0.70771312","false","0","Q9P2E2","4002","0.35294118"
"82043","4.27686796","0.0","0.23381596","0.0","1","8","false","O00469","99.0","1","0","0","0.6723132","false","0","O00469","0","0.0"
"82096","3.92740167","3.18E-6","0.25462127","0.0","2","7","false","Q9H488","64.0","2","0","0","0.70725983","false","0","Q9H488","14074","0.504"
"82100","3.85758152","4.3E-6","0.25922978","0.0","3","7","false","Q06210","74.33333333","3","0","0","0.71424185","false","0","Q06210","19554","0.34591195"
"82104","4.26889896","7.86E-6","0.23425244","0.0","2","8","false","P49755","50.5","2","0","0","0.6731101","false","0","P49755","54832","0.5"
"82113","4.1960813","1.41E-6","0.23831759","0.0","2","8","false","Q9UBV2","53.5","2","0","0","0.68039187","false","0","Q9UBV2","1424","0.5"
"82118","4.27686796","0.0","0.23381596","0.0","1","8","false","Q32P28","99.0","1","0","0","0.6723132","false","0","Q32P28","0","0.0"
"82120","4.27686796","0.0","0.23381596","0.0","1","8","false","Q6P179","99.0","1","0","0","0.6723132","false","0","Q6P179","0","0.0"
"82122","4.27686796","0.0","0.23381596","0.0","1","8","false","Q7Z4H8","99.0","1","0","0","0.6723132","false","0","Q7Z4H8","0","0.0"
"82125","4.27686796","0.0","0.23381596","0.0","1","8","false","Q8NBJ5","99.0","1","0","0","0.6723132","false","0","Q8NBJ5","0","0.0"
"82127","4.27686796","0.0","0.23381596","0.0","1","8","false","Q8NBP0","99.0","1","0","0","0.6723132","false","0","Q8NBP0","0","0.0"
"82133","4.27686796","0.0","0.23381596","0.0","1","8","false","Q96AY3","99.0","1","0","0","0.6723132","false","0","Q96AY3","0","0.0"
"82137","4.27686796","0.0","0.23381596","0.0","1","8","false","Q9BWS9","99.0","1","0","0","0.6723132","false","0","Q9BWS9","0","0.0"
"82143","4.27686796","0.0","0.23381596","0.0","1","8","false","Q9P2K2","99.0","1","0","0","0.6723132","false","0","Q9P2K2","0","0.0"
"82145","4.27686796","0.0","0.23381596","0.0","1","8","false","Q9UMX5","99.0","1","0","0","0.6723132","false","0","Q9UMX5","0","0.0"
"82148","4.27577131","5.22E-6","0.23387593","0.0","4","7","false","O00470","7.5","4","0","0","0.67242287","false","0","O00470","14278","0.27083333"
"82152","4.2424331","4.78E-6","0.23571379","0.0","4","7","false","Q04743","12.5","4","0","0","0.67575669","false","0","Q04743","12100","0.27380952"
"82176","4.09906419","1.4728E-4","0.24395812","0.0","4","7","false","P50213","10.75","4","0","0","0.69009358","false","0","P50213","360804","0.25"
"82184","3.71545548","1.614E-5","0.26914601","0.03571429","8","7","false","Q6WKZ4","30.875","8","0","0","0.72845445","false","0","Q6WKZ4","38820","0.13882488"
"82204","4.53575084","0.0","0.22047066","0.0","1","8","false","Q8NI17","9.0","1","0","0","0.64642492","false","0","Q8NI17","0","0.0"
"82232","4.08093288","7.9E-7","0.24504201","0.0","2","7","false","O75251","30.5","2","0","0","0.69190671","false","0","O75251","1416","0.5"
"82235","4.0846615","6.6E-7","0.24481833","0.0","2","7","false","O95873","26.5","2","0","0","0.69153385","false","0","O95873","928","0.5"
"82239","4.34178974","0.0","0.23031977","0.0","1","7","false","Q16842","26.0","1","0","0","0.66582103","false","0","Q16842","0","0.0"
"82242","4.34178974","0.0","0.23031977","0.0","1","7","false","Q9UHF5","26.0","1","0","0","0.66582103","false","0","Q9UHF5","0","0.0"
"82295","4.2293464","1.65E-6","0.23644315","0.0","3","8","false","O15553","10.66666667","3","0","0","0.67706536","false","0","O15553","4648","0.33333333"
"82299","4.09950285","1.78E-6","0.24393202","0.0","2","8","false","Q9NPP4","31.0","2","0","0","0.69004971","false","0","Q9NPP4","4540","0.5"
"82304","4.11280889","1.888E-5","0.24314283","0.0","4","8","false","O95395","13.75","4","0","0","0.68871911","false","0","O95395","27080","0.25"
"82310","3.94977336","6.85E-6","0.25317908","0.33333333","3","8","false","P56706","39.66666667","3","0","0","0.70502266","false","0","P56706","12252","0.33908046"
"82313","4.21223863","1.4622E-4","0.23740345","0.0","2","8","false","Q14116","19.5","2","0","0","0.67877614","false","0","Q14116","420910","0.5"
"82315","4.21238485","0.0","0.23739521","0.0","1","8","false","Q16650","38.0","1","0","0","0.67876151","false","0","Q16650","0","0.0"
"82319","4.21238485","0.0","0.23739521","0.0","1","8","false","Q8WXD9","38.0","1","0","0","0.67876151","false","0","Q8WXD9","0","0.0"
"82323","3.91482673","2.108E-5","0.25543915","0.0","9","7","false","Q9HAP6","15.77777778","9","0","0","0.70851733","false","0","Q9HAP6","49706","0.1252354"
"82327","4.03801725","1.22E-6","0.24764629","0.0","2","7","false","Q9Y2J0","29.0","2","0","0","0.69619827","false","0","Q9Y2J0","2748","0.5"
"82329","4.08064044","2.9388E-4","0.24505957","0.0","3","7","false","P35354","21.66666667","3","0","0","0.69193596","false","0","P35354","746886","0.33333333"
"82332","4.4739728","1.27E-6","0.22351499","0.0","2","8","false","O00478","6.0","2","0","0","0.65260272","false","0","O00478","2300","0.5"
"82334","4.14636643","1.306E-5","0.24117502","0.0","4","7","false","Q9NVJ2","9.25","4","0","0","0.68536336","false","0","Q9NVJ2","35418","0.25"
"82342","4.00855388","5.1E-7","0.24946652","0.0","2","7","false","O00481","29.0","2","0","0","0.69914461","false","0","O00481","1556","0.50909091"
"82354","3.8755666","3.94E-6","0.25802679","0.0","4","7","false","Q8IWR0","28.75","4","0","0","0.71244334","false","0","Q8IWR0","10306","0.25227273"
"82368","4.28037725","0.0","0.23362427","0.0","1","8","false","Q6UX41","18.0","1","0","0","0.67196228","false","0","Q6UX41","0","0.0"
"82370","4.28037725","0.0","0.23362427","0.0","1","8","false","Q6UXZ3","18.0","1","0","0","0.67196228","false","0","Q6UXZ3","0","0.0"
"82372","4.28037725","0.0","0.23362427","0.0","1","8","false","Q9NYZ4","18.0","1","0","0","0.67196228","false","0","Q9NYZ4","0","0.0"
"82382","4.2047814","3.51E-6","0.23782449","0.0","2","7","false","O75390","41.0","2","0","0","0.67952186","false","0","O75390","4848","0.5"
"82384","4.39011551","0.0","0.22778444","0.0","1","8","false","O75570","52.0","1","0","0","0.66098845","false","0","O75570","0","0.0"
"82389","4.39011551","0.0","0.22778444","0.0","1","8","false","O76031","52.0","1","0","0","0.66098845","false","0","O76031","0","0.0"
"82399","4.38996929","1.4622E-4","0.22779203","0.0","2","8","false","P30038","26.5","2","0","0","0.66100307","false","0","P30038","352124","0.5"
"82405","4.39011551","0.0","0.22778444","0.0","1","8","false","P11310","52.0","1","0","0","0.66098845","false","0","P11310","0","0.0"
"82408","4.1895745","2.44E-6","0.23868772","0.0","2","8","false","P15954","38.0","2","0","0","0.68104255","false","0","P15954","3868","0.5"
"82418","4.38996929","1.4622E-4","0.22779203","0.0","2","8","false","Q9UHN1","26.5","2","0","0","0.66100307","false","0","Q9UHN1","352124","0.5"
"82421","4.39011551","0.0","0.22778444","0.0","1","8","false","Q16762","52.0","1","0","0","0.66098845","false","0","Q16762","0","0.0"
"82423","4.17473315","1.58E-6","0.23953627","0.0","2","8","false","Q8N4T8","33.0","2","0","0","0.68252669","false","0","Q8N4T8","4074","0.5"
"82425","4.39011551","0.0","0.22778444","0.0","1","8","false","Q96I59","52.0","1","0","0","0.66098845","false","0","Q96I59","0","0.0"
"82428","4.39011551","0.0","0.22778444","0.0","1","8","false","Q9HA77","52.0","1","0","0","0.66098845","false","0","Q9HA77","0","0.0"
"82430","4.39011551","0.0","0.22778444","0.0","1","8","false","Q9NVH6","52.0","1","0","0","0.66098845","false","0","Q9NVH6","0","0.0"
"82432","4.39011551","0.0","0.22778444","0.0","1","8","false","Q9NZJ6","52.0","1","0","0","0.66098845","false","0","Q9NZJ6","0","0.0"
"82434","4.39011551","0.0","0.22778444","0.0","1","8","false","Q9UDW1","52.0","1","0","0","0.66098845","false","0","Q9UDW1","0","0.0"
"82462","4.11025004","0.0","0.2432942","0.0","1","8","false","Q0JRZ9","76.0","1","0","0","0.688975","false","0","Q0JRZ9","0","0.0"
"82519","4.21954964","3.57E-6","0.23699212","0.0","3","7","false","P51511","25.66666667","3","0","0","0.67804504","false","0","P51511","5320","0.3681592"
"82524","4.27248136","3.3E-6","0.23405602","0.0","3","8","false","Q9NX40","21.0","3","0","0","0.67275186","false","0","Q9NX40","7224","0.33333333"
"82534","4.41212166","0.0","0.22664833","0.0","1","8","false","Q03721","47.0","1","0","0","0.65878783","false","0","Q03721","0","0.0"
"82588","4.17253985","2.31E-6","0.23966218","0.0","2","8","false","Q12798","35.5","2","0","0","0.68274602","false","0","Q12798","12490","0.51492537"
"82605","4.54620559","0.0","0.21996366","0.0","1","8","false","O15245","16.0","1","0","0","0.64537944","false","0","O15245","0","0.0"
"82608","4.54620559","0.0","0.21996366","0.0","1","8","false","O60779","16.0","1","0","0","0.64537944","false","0","O60779","0","0.0"
"82614","4.54605937","1.4622E-4","0.21997073","0.0","2","8","false","Q9NY26","8.5","2","0","0","0.64539406","false","0","Q9NY26","509968","0.5"
"82636","4.24981722","5.76E-6","0.23530424","0.0","3","8","false","P46089","5.0","3","0","0","0.67501828","false","0","P46089","10194","0.33333333"
"82639","4.40247112","1.46E-6","0.22714516","0.0","2","8","false","Q9Y2B1","5.0","2","0","0","0.65975289","false","0","Q9Y2B1","1972","0.5"
"82655","4.1171955","7.3E-7","0.24288378","0.0","2","7","false","P56199","19.5","2","0","0","0.68828045","false","0","P56199","2576","0.5"
"82675","3.82183068","1.92E-6","0.26165471","0.0","7","7","false","Q8NFG4","24.28571429","7","0","0","0.71781693","false","0","Q8NFG4","18378","0.24255952"
"82677","4.09284983","9.122E-5","0.24432853","0.0","4","7","false","P26717","11.0","4","0","0","0.69071502","false","0","P26717","211356","0.26315789"
"82785","3.70368475","3.23E-5","0.27000138","0.0","7","7","false","P29322","43.71428571","7","0","0","0.72963153","false","0","P29322","74426","0.14729064"
"82787","3.74396842","2.7E-7","0.26709627","0.0","2","7","false","P29376","118.0","2","0","0","0.72560316","false","0","P29376","2984","0.5154185"
"82791","3.85356046","0.0","0.25950028","0.0","1","7","false","P54756","181.0","1","0","0","0.71464395","false","0","P54756","0","0.0"
"82793","3.82321977","1.03E-6","0.26155964","0.0","2","7","false","Q03403","93.5","2","0","0","0.71767802","false","0","Q03403","2764","0.50271739"
"82800","3.85356046","0.0","0.25950028","0.0","1","7","false","Q3B7T3","181.0","1","0","0","0.71464395","false","0","Q3B7T3","0","0.0"
"82802","3.85356046","0.0","0.25950028","0.0","1","7","false","Q6ZTU2","181.0","1","0","0","0.71464395","false","0","Q6ZTU2","0","0.0"
"82804","3.7156017","7.4E-7","0.26913541","0.0","2","7","false","Q9BQW3","137.5","2","0","0","0.72843983","false","0","Q9BQW3","3632","0.50743494"
"82810","3.75625091","2.16E-6","0.2662229","0.0","2","7","false","Q96E09","152.5","2","0","0","0.72437491","false","0","Q96E09","6740","0.50165563"
"82815","3.85356046","0.0","0.25950028","0.0","1","7","false","Q9H4Z3","181.0","1","0","0","0.71464395","false","0","Q9H4Z3","0","0.0"
"82839","4.40846615","0.0","0.22683627","0.0","1","8","false","Q2TB18","17.0","1","0","0","0.65915338","false","0","Q2TB18","0","0.0"
"82841","4.40846615","0.0","0.22683627","0.0","1","8","false","Q9H9Q4","17.0","1","0","0","0.65915338","false","0","Q9H9Q4","0","0.0"
"82882","3.64278403","5.97E-6","0.27451531","0.2","6","7","false","P17480","42.5","6","0","0","0.7357216","false","0","P17480","16026","0.17717087"
"82890","4.05059219","0.0","0.24687748","0.0","1","8","false","Q8N3Y1","66.0","1","0","0","0.69494078","false","0","Q8N3Y1","0","0.0"
"82893","4.05059219","0.0","0.24687748","0.0","1","8","false","Q92616","66.0","1","0","0","0.69494078","false","0","Q92616","0","0.0"
"82897","4.05059219","0.0","0.24687748","0.0","1","8","false","Q9Y2C2","66.0","1","0","0","0.69494078","false","0","Q9Y2C2","0","0.0"
"82907","3.73621875","5.688E-5","0.26765028","0.0","8","7","false","P58062","11.125","8","0","0","0.72637813","false","0","P58062","106948","0.1265625"
"82947","3.93230004","2.92E-6","0.25430409","0.0","3","7","false","Q13888","35.0","3","0","0","0.70677","false","0","Q13888","6848","0.33333333"
"82950","3.82658283","6.2E-7","0.26132977","0.0","2","7","false","Q13351","78.5","2","0","0","0.71734172","false","0","Q13351","2666","0.50324675"
"82986","4.08071355","7.0E-8","0.24505518","0.66666667","3","7","false","O60675","24.33333333","3","0","0","0.69192864","false","0","O60675","276","0.39247312"
"83030","4.53121801","1.4631E-4","0.22069121","0.0","3","7","false","P31153","3.0","3","0","0","0.6468782","false","0","P31153","816272","0.33333333"
"83071","3.8936248","0.0","0.25683009","0.0","1","7","false","O75077","115.0","1","0","0","0.71063752","false","0","O75077","0","0.0"
"83087","3.88141541","0.0","0.25763797","1.0","2","7","false","P13224","62.0","2","0","0","0.71185846","false","0","P13224","0","0.50819672"
"83107","3.80062875","6.15E-6","0.26311436","0.0","4","7","false","P61587","40.25","4","0","0","0.71993713","false","0","P61587","18028","0.25653595"
"83118","3.81780962","4.8E-7","0.26193029","0.0","2","7","false","Q9Y343","77.5","2","0","0","0.71821904","false","0","Q9Y343","2500","0.51342282"
"83123","3.78703027","2.3E-7","0.26405915","0.0","3","7","false","P55916","70.33333333","3","0","0","0.72129697","false","0","P55916","2464","0.42535787"
"83141","3.93120339","2.22E-6","0.25437503","0.0","2","8","false","O00512","48.0","2","0","0","0.70687966","false","0","O00512","4116","0.5"
"83196","3.94377833","0.0","0.25356395","0.0","1","8","false","Q8TAM6","91.0","1","0","0","0.70562217","false","0","Q8TAM6","0","0.0"
"83198","3.92279573","1.68E-6","0.25492023","0.0","2","7","false","Q8WYP5","48.5","2","0","0","0.70772043","false","0","Q8WYP5","3554","0.5"
"83202","3.81927182","3.9E-7","0.26183002","0.0","2","7","false","O95996","71.0","2","0","0","0.71807282","false","0","O95996","1714","0.50724638"
"83204","3.94377833","0.0","0.25356395","0.0","1","8","false","Q9HCS4","91.0","1","0","0","0.70562217","false","0","Q9HCS4","0","0.0"
"83213","4.62567627","0.0","0.21618461","0.0","1","7","false","Q8WV83","12.0","1","0","0","0.63743237","false","0","Q8WV83","0","0.0"
"83219","4.71772189","0.0","0.21196671","0.0","1","8","false","Q9ULI3","7.0","1","0","0","0.62822781","false","0","Q9ULI3","0","0.0"
"83235","4.75164498","0.0","0.21045343","0.0","1","8","false","Q86UP9","19.0","1","0","0","0.6248355","false","0","Q86UP9","0","0.0"
"83237","4.75164498","0.0","0.21045343","0.0","1","8","false","Q8N2H4","19.0","1","0","0","0.6248355","false","0","Q8N2H4","0","0.0"
"83263","4.47236438","0.0","0.22359538","0.0","1","7","false","Q8IY49","46.0","1","0","0","0.65276356","false","0","Q8IY49","0","0.0"
"83274","4.27270069","1.63E-6","0.23404401","0.0","3","8","false","P46977","6.66666667","3","0","0","0.67272993","false","0","P46977","3832","0.33333333"
"83278","3.89333236","3.3E-7","0.25684938","0.0","2","7","false","O00533","57.5","2","0","0","0.71066676","false","0","O00533","1614","0.51363636"
"83314","3.91577716","7.6E-7","0.25537715","0.0","2","7","false","P51858","48.5","2","0","0","0.70842228","false","0","P51858","3260","0.51075269"
"83318","3.94414388","0.0","0.25354045","0.0","1","7","false","Q2Y0W8","79.0","1","0","0","0.70558561","false","0","Q2Y0W8","0","0.0"
"83348","4.12567627","4.1E-7","0.2423845","0.0","3","7","false","Q14188","20.0","3","0","0","0.68743237","false","0","Q14188","1516","0.40425532"
"83354","4.0144758","3.19E-6","0.24909852","0.06666667","6","7","false","Q01892","15.33333333","6","0","0","0.69855242","false","0","Q01892","9438","0.22564103"
"83369","4.6555783","0.0","0.21479609","0.0","1","8","false","O00548","10.0","1","0","0","0.63444217","false","0","O00548","0","0.0"
"83376","4.6555783","0.0","0.21479609","0.0","1","8","false","Q9NR61","10.0","1","0","0","0.63444217","false","0","Q9NR61","0","0.0"
"83389","4.46848955","0.0","0.22378927","0.0","1","8","false","Q9UK39","10.0","1","0","0","0.65315105","false","0","Q9UK39","0","0.0"
"83419","4.25742068","0.0","0.234884","0.0","1","8","false","P05014","22.0","1","0","0","0.67425793","false","0","P05014","0","0.0"
"83431","4.36935224","0.0","0.22886688","1.0","2","8","false","Q76LX8","10.5","2","0","0","0.66306478","false","0","Q76LX8","0","0.55263158"
"83449","3.89720719","9.44E-6","0.256594","0.0","6","7","false","Q8TAX9","11.33333333","6","0","0","0.71027928","false","0","Q8TAX9","23256","0.16666667"
"83460","4.02573476","4.0E-7","0.24840186","0.0","2","7","false","Q96QD9","29.0","2","0","0","0.69742652","false","0","Q96QD9","704","0.5"
"83467","4.04211142","1.06E-6","0.24739546","0.0","3","7","false","P78504","17.66666667","3","0","0","0.69578886","false","0","P78504","4278","0.33333333"
"83469","4.15155725","0.0","0.24087347","1.0","2","8","false","Q92585","16.5","2","0","0","0.68484428","false","0","Q92585","0","0.55"
"83473","4.13591168","5.2E-7","0.24178466","0.0","2","7","false","Q8IZL2","18.0","2","0","0","0.68640883","false","0","Q8IZL2","1614","0.5"
"83481","4.43617488","3.93E-6","0.22541943","0.0","3","8","false","P30043","5.33333333","3","0","0","0.65638251","false","0","P30043","7246","0.33333333"
"83492","3.87834479","3.424E-5","0.25784195","0.09090909","11","7","false","P09038","12.36363636","11","0","0","0.71216552","false","0","P09038","72116","0.10619469"
"83574","4.3610908","9.9E-7","0.22930043","0.0","2","8","false","Q8N8Q3","11.5","2","0","0","0.66389092","false","0","Q8N8Q3","1706","0.5"
"83582","4.39172394","0.0","0.22770102","0.0","1","8","false","Q7Z6J6","18.0","1","0","0","0.66082761","false","0","Q7Z6J6","0","0.0"
"83621","3.96863577","1.07E-6","0.25197576","0.0","3","7","false","Q6UW56","19.66666667","3","0","0","0.70313642","false","0","Q6UW56","3698","0.33939394"
"83656","4.12136277","2.578E-5","0.24263819","0.0","2","8","false","Q99880","24.5","2","0","0","0.68786372","false","0","Q99880","63752","0.5"
"83660","3.94107326","7.7E-7","0.25373799","0.0","2","7","false","P35368","42.0","2","0","0","0.70589267","false","0","P35368","1822","0.5"
"83664","4.05037286","8.6E-7","0.24689085","0.0","2","8","false","Q9HBG7","38.0","2","0","0","0.69496271","false","0","Q9HBG7","2194","0.50684932"
"83673","3.91987133","8.9E-7","0.25511041","0.0","2","7","false","Q96JM2","54.0","2","0","0","0.70801287","false","0","Q96JM2","1704","0.5"
"83680","4.07786226","0.0","0.24522653","0.0","1","7","false","Q53FZ2","44.0","1","0","0","0.69221377","false","0","Q53FZ2","0","0.0"
"83706","4.10600965","1.56E-5","0.24354546","0.0","2","8","false","Q96BM9","20.5","2","0","0","0.68939903","false","0","Q96BM9","36712","0.5"
"83709","3.85502266","1.33E-6","0.25940185","0.0","4","8","false","Q93033","24.25","4","0","0","0.71449773","false","0","Q93033","4498","0.26123596"
"83713","4.1121509","0.0","0.24318174","0.0","1","8","false","Q969J3","33.0","1","0","0","0.68878491","false","0","Q969J3","0","0.0"
"83755","3.64622021","4.96E-6","0.27425661","0.0","4","7","false","Q96NA2","45.0","4","0","0","0.73537798","false","0","Q96NA2","14344","0.25"
"83768","4.31876005","2.29E-6","0.23154794","0.0","2","8","false","P41217","8.0","2","0","0","0.66812399","false","0","P41217","5634","0.5"
"83786","3.83199298","4.66E-6","0.26096081","0.0","4","8","false","O60610","32.0","4","0","0","0.7168007","false","0","O60610","11924","0.25203252"
"83799","3.75149876","4.06E-6","0.26656013","0.0","3","7","false","Q15238","49.0","3","0","0","0.72485012","false","0","Q15238","8958","0.33333333"
"83805","3.93909928","1.17E-6","0.25386514","0.0","2","8","false","Q76L83","42.5","2","0","0","0.70609007","false","0","Q76L83","2794","0.5"
"83810","3.95247843","1.497E-5","0.25300581","0.0","2","8","false","Q8IVF7","41.0","2","0","0","0.70475216","false","0","Q8IVF7","31214","0.5"
"83820","3.80728177","1.055E-5","0.26265458","0.0","4","7","false","Q9Y4D1","32.5","4","0","0","0.71927182","false","0","Q9Y4D1","22564","0.252"
"83823","3.91599649","1.48E-6","0.25536284","0.0","2","7","false","Q9UHQ7","50.5","2","0","0","0.70840035","false","0","Q9UHQ7","2754","0.5"
"83845","4.21399327","0.0","0.2373046","0.0","1","7","false","Q969M3","38.0","1","0","0","0.67860067","false","0","Q969M3","0","0.0"
"83861","4.21399327","0.0","0.2373046","0.0","1","8","false","Q86WV7","29.0","1","0","0","0.67860067","false","0","Q86WV7","0","0.0"
"83875","4.1440269","1.6588E-4","0.24131117","0.10714286","8","7","false","Q14721","3.75","8","0","0","0.68559731","false","0","Q14721","394354","0.203125"
"83912","4.21794122","0.0","0.23708249","0.0","1","7","false","P31949","22.0","1","0","0","0.67820588","false","0","P31949","0","0.0"
"83986","3.95679193","0.0","0.25272999","0.0","1","7","false","P13796","97.0","1","0","0","0.70432081","false","0","P13796","0","0.0"
"83995","3.84836964","7.9E-7","0.2598503","0.0","2","7","false","P49588","77.0","2","0","0","0.71516304","false","0","P49588","3650","0.51351351"
"83997","3.65579763","4.65E-6","0.27353812","0.1","5","7","false","P54578","49.2","5","0","0","0.73442024","false","0","P54578","15766","0.2059322"
"84000","3.71121509","1.829E-5","0.26945353","0.16666667","4","7","false","P62241","66.75","4","0","0","0.72887849","false","0","P62241","44214","0.27151639"
